"gene","Sample","Value","Strain","Replicate","Condition"
"YDR061W","JCYL001B",45.581421857996,"JCYL","001","B"
"YDR061W","JCYL002B",45.8367536030646,"JCYL","002","B"
"YDR061W","JCYL003B",46.5906628981701,"JCYL","003","B"
"YDR061W","JCYL001D",36.6040581782658,"JCYL","001","D"
"YDR061W","JCYL002D",39.4145741493187,"JCYL","002","D"
"YDR061W","JCYL003D",39.5762217956751,"JCYL","003","D"
"YDR089W","JCYL001B",27.0667575812389,"JCYL","001","B"
"YDR089W","JCYL002B",26.7938168501688,"JCYL","002","B"
"YDR089W","JCYL003B",24.8425241117865,"JCYL","003","B"
"YDR089W","JCYL001D",17.669898868663,"JCYL","001","D"
"YDR089W","JCYL002D",20.9866237338408,"JCYL","002","D"
"YDR089W","JCYL003D",17.6427856300848,"JCYL","003","D"
"YDR090C","JCYL001B",100.02516905709,"JCYL","001","B"
"YDR090C","JCYL002B",102.836876869319,"JCYL","002","B"
"YDR090C","JCYL003B",106.197810765982,"JCYL","003","B"
"YDR090C","JCYL001D",62.8595934614526,"JCYL","001","D"
"YDR090C","JCYL002D",63.8190079369444,"JCYL","002","D"
"YDR090C","JCYL003D",66.492289110679,"JCYL","003","D"
"YDR094W","JCYL001B",0,"JCYL","001","B"
"YDR094W","JCYL002B",0,"JCYL","002","B"
"YDR094W","JCYL003B",0,"JCYL","003","B"
"YDR094W","JCYL001D",0,"JCYL","001","D"
"YDR094W","JCYL002D",0,"JCYL","002","D"
"YDR094W","JCYL003D",0,"JCYL","003","D"
"YDR095C","JCYL001B",0.523039297130608,"JCYL","001","B"
"YDR095C","JCYL002B",0.531905051015842,"JCYL","002","B"
"YDR095C","JCYL003B",0.671315296699932,"JCYL","003","B"
"YDR095C","JCYL001D",0.586260745476544,"JCYL","001","D"
"YDR095C","JCYL002D",0.349430309548025,"JCYL","002","D"
"YDR095C","JCYL003D",0.829353569961546,"JCYL","003","D"
"YDR102C","JCYL001B",11.7813423662234,"JCYL","001","B"
"YDR102C","JCYL002B",10.722758580989,"JCYL","002","B"
"YDR102C","JCYL003B",12.5204670751883,"JCYL","003","B"
"YDR102C","JCYL001D",10.0578048433422,"JCYL","001","D"
"YDR102C","JCYL002D",11.9032962744414,"JCYL","002","D"
"YDR102C","JCYL003D",11.8181185616388,"JCYL","003","D"
"YDR109C","JCYL001B",30.0736638322925,"JCYL","001","B"
"YDR109C","JCYL002B",30.7360887999015,"JCYL","002","B"
"YDR109C","JCYL003B",30.7851818765518,"JCYL","003","B"
"YDR109C","JCYL001D",29.9845350913765,"JCYL","001","D"
"YDR109C","JCYL002D",31.5847909463362,"JCYL","002","D"
"YDR109C","JCYL003D",29.8479885051181,"JCYL","003","D"
"YDR114C","JCYL001B",3.36997844166082,"JCYL","001","B"
"YDR114C","JCYL002B",1.76365437157508,"JCYL","002","B"
"YDR114C","JCYL003B",1.92236932597351,"JCYL","003","B"
"YDR114C","JCYL001D",2.62424240623709,"JCYL","001","D"
"YDR114C","JCYL002D",2.36989863406333,"JCYL","002","D"
"YDR114C","JCYL003D",1.4317733097986,"JCYL","003","D"
"YDR115W","JCYL001B",96.4150162848647,"JCYL","001","B"
"YDR115W","JCYL002B",94.6406279607779,"JCYL","002","B"
"YDR115W","JCYL003B",92.8378390030594,"JCYL","003","B"
"YDR115W","JCYL001D",155.104129434619,"JCYL","001","D"
"YDR115W","JCYL002D",154.725763160453,"JCYL","002","D"
"YDR115W","JCYL003D",157.666799690477,"JCYL","003","D"
"YDR118W-A","JCYL001B",2.06701106846808,"JCYL","001","B"
"YDR118W-A","JCYL002B",2.28370630165491,"JCYL","002","B"
"YDR118W-A","JCYL003B",2.6202334942419,"JCYL","003","B"
"YDR118W-A","JCYL001D",2.2653716498286,"JCYL","001","D"
"YDR118W-A","JCYL002D",2.70046911019935,"JCYL","002","D"
"YDR118W-A","JCYL003D",1.0594073574334,"JCYL","003","D"
"YDR124W","JCYL001B",19.0165018299063,"JCYL","001","B"
"YDR124W","JCYL002B",19.4820908497543,"JCYL","002","B"
"YDR124W","JCYL003B",19.1486663759198,"JCYL","003","B"
"YDR124W","JCYL001D",14.6301820003476,"JCYL","001","D"
"YDR124W","JCYL002D",18.5006683767839,"JCYL","002","D"
"YDR124W","JCYL003D",14.8740792983649,"JCYL","003","D"
"YDR131C","JCYL001B",22.5132264788264,"JCYL","001","B"
"YDR131C","JCYL002B",21.4702683359275,"JCYL","002","B"
"YDR131C","JCYL003B",20.6579773188759,"JCYL","003","B"
"YDR131C","JCYL001D",18.5004735176226,"JCYL","001","D"
"YDR131C","JCYL002D",21.0911617970246,"JCYL","002","D"
"YDR131C","JCYL003D",19.4530585278087,"JCYL","003","D"
"YDR132C","JCYL001B",21.7966872818095,"JCYL","001","B"
"YDR132C","JCYL002B",20.9765288320081,"JCYL","002","B"
"YDR132C","JCYL003B",20.8086688181831,"JCYL","003","B"
"YDR132C","JCYL001D",15.3510485039338,"JCYL","001","D"
"YDR132C","JCYL002D",17.623827640555,"JCYL","002","D"
"YDR132C","JCYL003D",15.4521825148224,"JCYL","003","D"
"YDR133C","JCYL001B",2416.48358268693,"JCYL","001","B"
"YDR133C","JCYL002B",2346.4748591116,"JCYL","002","B"
"YDR133C","JCYL003B",2423.88910474391,"JCYL","003","B"
"YDR133C","JCYL001D",1442.34852250576,"JCYL","001","D"
"YDR133C","JCYL002D",1183.20659514326,"JCYL","002","D"
"YDR133C","JCYL003D",1317.25244679158,"JCYL","003","D"
"YDR149C","JCYL001B",0.265675151455642,"JCYL","001","B"
"YDR149C","JCYL002B",0.30877538978462,"JCYL","002","B"
"YDR149C","JCYL003B",0.129901406282331,"JCYL","003","B"
"YDR149C","JCYL001D",0.646625729015019,"JCYL","001","D"
"YDR149C","JCYL002D",0.608541767899314,"JCYL","002","D"
"YDR149C","JCYL003D",0.0875357774150476,"JCYL","003","D"
"YDR154C","JCYL001B",238.395276563318,"JCYL","001","B"
"YDR154C","JCYL002B",90.1717973047379,"JCYL","002","B"
"YDR154C","JCYL003B",83.9348129322155,"JCYL","003","B"
"YDR154C","JCYL001D",481.974980407472,"JCYL","001","D"
"YDR154C","JCYL002D",468.654139215505,"JCYL","002","D"
"YDR154C","JCYL003D",172.065411636474,"JCYL","003","D"
"YDR157W","JCYL001B",6.95173871783293,"JCYL","001","B"
"YDR157W","JCYL002B",7.61338722274915,"JCYL","002","B"
"YDR157W","JCYL003B",6.48214480105365,"JCYL","003","B"
"YDR157W","JCYL001D",11.8079039251242,"JCYL","001","D"
"YDR157W","JCYL002D",10.8605026358628,"JCYL","002","D"
"YDR157W","JCYL003D",8.63337936057663,"JCYL","003","D"
"YDR161W","JCYL001B",69.3940365408896,"JCYL","001","B"
"YDR161W","JCYL002B",70.7424578589025,"JCYL","002","B"
"YDR161W","JCYL003B",71.0319638208365,"JCYL","003","B"
"YDR161W","JCYL001D",66.1793189820943,"JCYL","001","D"
"YDR161W","JCYL002D",67.1194384278226,"JCYL","002","D"
"YDR161W","JCYL003D",66.181559879251,"JCYL","003","D"
"YDR169C-A","JCYL001B",8.77790700409443,"JCYL","001","B"
"YDR169C-A","JCYL002B",6.96322812340962,"JCYL","002","B"
"YDR169C-A","JCYL003B",8.9926413522382,"JCYL","003","B"
"YDR169C-A","JCYL001D",3.85525066225375,"JCYL","001","D"
"YDR169C-A","JCYL002D",5.17017086007257,"JCYL","002","D"
"YDR169C-A","JCYL003D",7.02387077978342,"JCYL","003","D"
"YDR179W-A","JCYL001B",29.187621811644,"JCYL","001","B"
"YDR179W-A","JCYL002B",27.8675704517972,"JCYL","002","B"
"YDR179W-A","JCYL003B",28.2341453114454,"JCYL","003","B"
"YDR179W-A","JCYL001D",19.3870363762761,"JCYL","001","D"
"YDR179W-A","JCYL002D",20.1805040754748,"JCYL","002","D"
"YDR179W-A","JCYL003D",19.07789445447,"JCYL","003","D"
"YDR182W-A","JCYL001B",11.3280312477809,"JCYL","001","B"
"YDR182W-A","JCYL002B",11.0735330963935,"JCYL","002","B"
"YDR182W-A","JCYL003B",11.871969699646,"JCYL","003","B"
"YDR182W-A","JCYL001D",8.14988651027908,"JCYL","001","D"
"YDR182W-A","JCYL002D",10.2783897817347,"JCYL","002","D"
"YDR182W-A","JCYL003D",8.35451757975969,"JCYL","003","D"
"YDR183C-A","JCYL001B",9.99856516840372,"JCYL","001","B"
"YDR183C-A","JCYL002B",7.81433118230122,"JCYL","002","B"
"YDR183C-A","JCYL003B",10.6942087962664,"JCYL","003","B"
"YDR183C-A","JCYL001D",14.0089050227244,"JCYL","001","D"
"YDR183C-A","JCYL002D",10.9103519441669,"JCYL","002","D"
"YDR183C-A","JCYL003D",12.0107229476461,"JCYL","003","D"
"YDR186C","JCYL001B",210.286594155779,"JCYL","001","B"
"YDR186C","JCYL002B",216.943822645562,"JCYL","002","B"
"YDR186C","JCYL003B",211.966742994101,"JCYL","003","B"
"YDR186C","JCYL001D",137.692750968687,"JCYL","001","D"
"YDR186C","JCYL002D",168.849501386492,"JCYL","002","D"
"YDR186C","JCYL003D",150.879577165219,"JCYL","003","D"
"YDR187C","JCYL001B",13.0472606171511,"JCYL","001","B"
"YDR187C","JCYL002B",14.8830927762082,"JCYL","002","B"
"YDR187C","JCYL003B",12.4635268347495,"JCYL","003","B"
"YDR187C","JCYL001D",11.9315922471004,"JCYL","001","D"
"YDR187C","JCYL002D",10.5705698380846,"JCYL","002","D"
"YDR187C","JCYL003D",9.19479853864882,"JCYL","003","D"
"YDR193W","JCYL001B",0.673462252884335,"JCYL","001","B"
"YDR193W","JCYL002B",0.608780217119218,"JCYL","002","B"
"YDR193W","JCYL003B",0.691505230435268,"JCYL","003","B"
"YDR193W","JCYL001D",1.20778529519228,"JCYL","001","D"
"YDR193W","JCYL002D",0.863854780296169,"JCYL","002","D"
"YDR193W","JCYL003D",0.543643249209243,"JCYL","003","D"
"YDR194W-A","JCYL001B",0.702513565753856,"JCYL","001","B"
"YDR194W-A","JCYL002B",0.476280993393271,"JCYL","002","B"
"YDR194W-A","JCYL003B",0.200370796618498,"JCYL","003","B"
"YDR194W-A","JCYL001D",0.314971459334457,"JCYL","001","D"
"YDR194W-A","JCYL002D",0.375466293396701,"JCYL","002","D"
"YDR194W-A","JCYL003D",0.607601278527978,"JCYL","003","D"
"YDR199W","JCYL001B",3.81775814831808,"JCYL","001","B"
"YDR199W","JCYL002B",3.71655332549503,"JCYL","002","B"
"YDR199W","JCYL003B",2.68037000066712,"JCYL","003","B"
"YDR199W","JCYL001D",4.74006228965625,"JCYL","001","D"
"YDR199W","JCYL002D",4.31632357777765,"JCYL","002","D"
"YDR199W","JCYL003D",3.89462458859736,"JCYL","003","D"
"YDR203W","JCYL001B",0.084500452484544,"JCYL","001","B"
"YDR203W","JCYL002B",0.152769375239351,"JCYL","002","B"
"YDR203W","JCYL003B",0.289214451722927,"JCYL","003","B"
"YDR203W","JCYL001D",0.227314307915905,"JCYL","001","D"
"YDR203W","JCYL002D",0.18064887701162,"JCYL","002","D"
"YDR203W","JCYL003D",0.194890976131615,"JCYL","003","D"
"YDR209C","JCYL001B",89.8950103569268,"JCYL","001","B"
"YDR209C","JCYL002B",82.7279377654833,"JCYL","002","B"
"YDR209C","JCYL003B",88.2676917973314,"JCYL","003","B"
"YDR209C","JCYL001D",70.074302496279,"JCYL","001","D"
"YDR209C","JCYL002D",68.547085477076,"JCYL","002","D"
"YDR209C","JCYL003D",66.0920492172715,"JCYL","003","D"
"YDR210W","JCYL001B",0,"JCYL","001","B"
"YDR210W","JCYL002B",0,"JCYL","002","B"
"YDR210W","JCYL003B",0,"JCYL","003","B"
"YDR210W","JCYL001D",0,"JCYL","001","D"
"YDR210W","JCYL002D",0,"JCYL","002","D"
"YDR210W","JCYL003D",0,"JCYL","003","D"
"YDR215C","JCYL001B",3.56983795641226,"JCYL","001","B"
"YDR215C","JCYL002B",2.87494251809126,"JCYL","002","B"
"YDR215C","JCYL003B",3.55440369653684,"JCYL","003","B"
"YDR215C","JCYL001D",4.42329484195781,"JCYL","001","D"
"YDR215C","JCYL002D",4.2321581114389,"JCYL","002","D"
"YDR215C","JCYL003D",3.29337504593425,"JCYL","003","D"
"YDR220C","JCYL001B",7.49467278566996,"JCYL","001","B"
"YDR220C","JCYL002B",8.42725757697889,"JCYL","002","B"
"YDR220C","JCYL003B",7.19494727857648,"JCYL","003","B"
"YDR220C","JCYL001D",6.96633304191261,"JCYL","001","D"
"YDR220C","JCYL002D",8.40201613692821,"JCYL","002","D"
"YDR220C","JCYL003D",8.22121729926631,"JCYL","003","D"
"YDR222W","JCYL001B",36.8401660223841,"JCYL","001","B"
"YDR222W","JCYL002B",35.5401793195046,"JCYL","002","B"
"YDR222W","JCYL003B",35.3731521722656,"JCYL","003","B"
"YDR222W","JCYL001D",22.8982736650288,"JCYL","001","D"
"YDR222W","JCYL002D",23.8208993953664,"JCYL","002","D"
"YDR222W","JCYL003D",23.4642176431537,"JCYL","003","D"
"YDR230W","JCYL001B",14.1305153215102,"JCYL","001","B"
"YDR230W","JCYL002B",11.3075677224575,"JCYL","002","B"
"YDR230W","JCYL003B",12.0688858273573,"JCYL","003","B"
"YDR230W","JCYL001D",21.8104159233106,"JCYL","001","D"
"YDR230W","JCYL002D",19.2313188122112,"JCYL","002","D"
"YDR230W","JCYL003D",17.3637779165538,"JCYL","003","D"
"YDR239C","JCYL001B",24.7682836448795,"JCYL","001","B"
"YDR239C","JCYL002B",23.8896018577018,"JCYL","002","B"
"YDR239C","JCYL003B",24.1078107317299,"JCYL","003","B"
"YDR239C","JCYL001D",19.0295922864524,"JCYL","001","D"
"YDR239C","JCYL002D",21.2264722987093,"JCYL","002","D"
"YDR239C","JCYL003D",18.5349232655527,"JCYL","003","D"
"YDR246W-A","JCYL001B",8.55598611425592,"JCYL","001","B"
"YDR246W-A","JCYL002B",11.2388097097725,"JCYL","002","B"
"YDR246W-A","JCYL003B",10.8289948441132,"JCYL","003","B"
"YDR246W-A","JCYL001D",15.4641584400104,"JCYL","001","D"
"YDR246W-A","JCYL002D",19.2916823137036,"JCYL","002","D"
"YDR246W-A","JCYL003D",15.8792513239177,"JCYL","003","D"
"YDR248C","JCYL001B",78.9051287081705,"JCYL","001","B"
"YDR248C","JCYL002B",70.7424578589025,"JCYL","002","B"
"YDR248C","JCYL003B",73.6920410718207,"JCYL","003","B"
"YDR248C","JCYL001D",65.9102132120702,"JCYL","001","D"
"YDR248C","JCYL002D",64.849222128058,"JCYL","002","D"
"YDR248C","JCYL003D",65.0102048371403,"JCYL","003","D"
"YDR249C","JCYL001B",21.3867482119839,"JCYL","001","B"
"YDR249C","JCYL002B",20.3501878995307,"JCYL","002","B"
"YDR249C","JCYL003B",20.9023171927024,"JCYL","003","B"
"YDR249C","JCYL001D",14.5817468787338,"JCYL","001","D"
"YDR249C","JCYL002D",17.8431822611932,"JCYL","002","D"
"YDR249C","JCYL003D",16.4880892400547,"JCYL","003","D"
"YDR250C","JCYL001B",5.54947536860451,"JCYL","001","B"
"YDR250C","JCYL002B",6.51262488792103,"JCYL","002","B"
"YDR250C","JCYL003B",5.22053042928848,"JCYL","003","B"
"YDR250C","JCYL001D",3.5793767471106,"JCYL","001","D"
"YDR250C","JCYL002D",5.5156814731048,"JCYL","002","D"
"YDR250C","JCYL003D",5.38915916607424,"JCYL","003","D"
"YDR262W","JCYL001B",200.237596045407,"JCYL","001","B"
"YDR262W","JCYL002B",193.047328798335,"JCYL","002","B"
"YDR262W","JCYL003B",185.512531392326,"JCYL","003","B"
"YDR262W","JCYL001D",235.628071993211,"JCYL","001","D"
"YDR262W","JCYL002D",254.475374852032,"JCYL","002","D"
"YDR262W","JCYL003D",229.475200815484,"JCYL","003","D"
"YDR269C","JCYL001B",0.5805494050327,"JCYL","001","B"
"YDR269C","JCYL002B",0.524791094572215,"JCYL","002","B"
"YDR269C","JCYL003B",0.47309771423812,"JCYL","003","B"
"YDR269C","JCYL001D",0.371841306158734,"JCYL","001","D"
"YDR269C","JCYL002D",0.620562346030658,"JCYL","002","D"
"YDR269C","JCYL003D",0.19128188398103,"JCYL","003","D"
"YDR271C","JCYL001B",0.288937031076183,"JCYL","001","B"
"YDR271C","JCYL002B",0.195889763411748,"JCYL","002","B"
"YDR271C","JCYL003B",0.0824105695769629,"JCYL","003","B"
"YDR271C","JCYL001D",0.259089426226731,"JCYL","001","D"
"YDR271C","JCYL002D",0.231638479393932,"JCYL","002","D"
"YDR271C","JCYL003D",0.166600350564123,"JCYL","003","D"
"YDR274C","JCYL001B",211.790843778842,"JCYL","001","B"
"YDR274C","JCYL002B",218.612975967511,"JCYL","002","B"
"YDR274C","JCYL003B",214.267480900104,"JCYL","003","B"
"YDR274C","JCYL001D",157.267281719626,"JCYL","001","D"
"YDR274C","JCYL002D",222.45015304464,"JCYL","002","D"
"YDR274C","JCYL003D",176.762971948534,"JCYL","003","D"
"YDR278C","JCYL001B",1.60550859720634,"JCYL","001","B"
"YDR278C","JCYL002B",1.06938562667546,"JCYL","002","B"
"YDR278C","JCYL003B",1.25326262413268,"JCYL","003","B"
"YDR278C","JCYL001D",1.4396572834674,"JCYL","001","D"
"YDR278C","JCYL002D",0.903244385058101,"JCYL","002","D"
"YDR278C","JCYL003D",0.974454880658077,"JCYL","003","D"
"YDR282C","JCYL001B",14.2449437489607,"JCYL","001","B"
"YDR282C","JCYL002B",14.2815438115322,"JCYL","002","B"
"YDR282C","JCYL003B",13.3707673994122,"JCYL","003","B"
"YDR282C","JCYL001D",19.7020340068992,"JCYL","001","D"
"YDR282C","JCYL002D",20.2331095238003,"JCYL","002","D"
"YDR282C","JCYL003D",18.5677094320285,"JCYL","003","D"
"YDR286C","JCYL001B",63.2445473586928,"JCYL","001","B"
"YDR286C","JCYL002B",61.2538773242302,"JCYL","002","B"
"YDR286C","JCYL003B",52.8717549859854,"JCYL","003","B"
"YDR286C","JCYL001D",73.124047887313,"JCYL","001","D"
"YDR286C","JCYL002D",66.9374778019058,"JCYL","002","D"
"YDR286C","JCYL003D",70.1488884783996,"JCYL","003","D"
"YDR290W","JCYL001B",1.30284334012533,"JCYL","001","B"
"YDR290W","JCYL002B",0.80967768876856,"JCYL","002","B"
"YDR290W","JCYL003B",0.557395125138731,"JCYL","003","B"
"YDR290W","JCYL001D",1.38730610952313,"JCYL","001","D"
"YDR290W","JCYL002D",1.21855878856929,"JCYL","002","D"
"YDR290W","JCYL003D",0.375608063090022,"JCYL","003","D"
"YDR306C","JCYL001B",42.4478055883736,"JCYL","001","B"
"YDR306C","JCYL002B",42.4108835306956,"JCYL","002","B"
"YDR306C","JCYL003B",41.1529824645746,"JCYL","003","B"
"YDR306C","JCYL001D",49.8841802374953,"JCYL","001","D"
"YDR306C","JCYL002D",50.9901255085639,"JCYL","002","D"
"YDR306C","JCYL003D",49.59751563767,"JCYL","003","D"
"YDR320W-B","JCYL001B",3.31021337776409,"JCYL","001","B"
"YDR320W-B","JCYL002B",3.87237155498007,"JCYL","002","B"
"YDR320W-B","JCYL003B",2.88795300343618,"JCYL","003","B"
"YDR320W-B","JCYL001D",1.92064118137642,"JCYL","001","D"
"YDR320W-B","JCYL002D",2.49766708216066,"JCYL","002","D"
"YDR320W-B","JCYL003D",2.24548298586426,"JCYL","003","D"
"YDR327W","JCYL001B",68.287218876638,"JCYL","001","B"
"YDR327W","JCYL002B",68.4883329398727,"JCYL","002","B"
"YDR327W","JCYL003B",63.1884932382042,"JCYL","003","B"
"YDR327W","JCYL001D",80.3177221302865,"JCYL","001","D"
"YDR327W","JCYL002D",77.0343160768543,"JCYL","002","D"
"YDR327W","JCYL003D",70.219755097403,"JCYL","003","D"
"YDR333C","JCYL001B",45.7997120999515,"JCYL","001","B"
"YDR333C","JCYL002B",45.1138093438173,"JCYL","002","B"
"YDR333C","JCYL003B",45.6745784402354,"JCYL","003","B"
"YDR333C","JCYL001D",45.983005280392,"JCYL","001","D"
"YDR333C","JCYL002D",45.6502706388646,"JCYL","002","D"
"YDR333C","JCYL003D",46.7240347818303,"JCYL","003","D"
"YDR336W","JCYL001B",34.4064382084686,"JCYL","001","B"
"YDR336W","JCYL002B",34.2635034643965,"JCYL","002","B"
"YDR336W","JCYL003B",35.4255568421505,"JCYL","003","B"
"YDR336W","JCYL001D",36.5891845260194,"JCYL","001","D"
"YDR336W","JCYL002D",38.9358546252379,"JCYL","002","D"
"YDR336W","JCYL003D",33.8077066944758,"JCYL","003","D"
"YDR338C","JCYL001B",20.7968240068857,"JCYL","001","B"
"YDR338C","JCYL002B",20.0325428169463,"JCYL","002","B"
"YDR338C","JCYL003B",20.9223385693238,"JCYL","003","B"
"YDR338C","JCYL001D",24.9261896266406,"JCYL","001","D"
"YDR338C","JCYL002D",24.1698334428148,"JCYL","002","D"
"YDR338C","JCYL003D",25.0068083670028,"JCYL","003","D"
"YDR340W","JCYL001B",4.13402213693615,"JCYL","001","B"
"YDR340W","JCYL002B",4.60893453606719,"JCYL","002","B"
"YDR340W","JCYL003B",5.18806231859896,"JCYL","003","B"
"YDR340W","JCYL001D",2.96557743250289,"JCYL","001","D"
"YDR340W","JCYL002D",2.65136967183209,"JCYL","002","D"
"YDR340W","JCYL003D",3.81386648676023,"JCYL","003","D"
"YDR341C","JCYL001B",175.929386148791,"JCYL","001","B"
"YDR341C","JCYL002B",184.281576598344,"JCYL","002","B"
"YDR341C","JCYL003B",167.284239269637,"JCYL","003","B"
"YDR341C","JCYL001D",102.642878446106,"JCYL","001","D"
"YDR341C","JCYL002D",114.640728135137,"JCYL","002","D"
"YDR341C","JCYL003D",106.350210626558,"JCYL","003","D"
"YDR344C","JCYL001B",6.89934775556236,"JCYL","001","B"
"YDR344C","JCYL002B",7.00261784880917,"JCYL","002","B"
"YDR344C","JCYL003B",7.24990281008147,"JCYL","003","B"
"YDR344C","JCYL001D",3.0390489454703,"JCYL","001","D"
"YDR344C","JCYL002D",2.84644041345337,"JCYL","002","D"
"YDR344C","JCYL003D",3.07084970499275,"JCYL","003","D"
"YDR352W","JCYL001B",44.1937366494165,"JCYL","001","B"
"YDR352W","JCYL002B",41.4768853774838,"JCYL","002","B"
"YDR352W","JCYL003B",43.8641918446439,"JCYL","003","B"
"YDR352W","JCYL001D",35.1326891456694,"JCYL","001","D"
"YDR352W","JCYL002D",37.9964804647775,"JCYL","002","D"
"YDR352W","JCYL003D",36.80191265952,"JCYL","003","D"
"YDR354C-A","JCYL001B",0,"JCYL","001","B"
"YDR354C-A","JCYL002B",0,"JCYL","002","B"
"YDR354C-A","JCYL003B",0,"JCYL","003","B"
"YDR354C-A","JCYL001D",0,"JCYL","001","D"
"YDR354C-A","JCYL002D",0,"JCYL","002","D"
"YDR354C-A","JCYL003D",0,"JCYL","003","D"
"YDR355C","JCYL001B",0,"JCYL","001","B"
"YDR355C","JCYL002B",0.320664431195469,"JCYL","002","B"
"YDR355C","JCYL003B",0.101177332945974,"JCYL","003","B"
"YDR355C","JCYL001D",0.318089988634798,"JCYL","001","D"
"YDR355C","JCYL002D",0,"JCYL","002","D"
"YDR355C","JCYL003D",0.204539044256943,"JCYL","003","D"
"YDR366C","JCYL001B",4.84892822076722,"JCYL","001","B"
"YDR366C","JCYL002B",4.50497360668221,"JCYL","002","B"
"YDR366C","JCYL003B",3.15019049420511,"JCYL","003","B"
"YDR366C","JCYL001D",2.83829544370186,"JCYL","001","D"
"YDR366C","JCYL002D",2.80752803596255,"JCYL","002","D"
"YDR366C","JCYL003D",1.08728649841849,"JCYL","003","D"
"YDR370C","JCYL001B",42.5813611982837,"JCYL","001","B"
"YDR370C","JCYL002B",41.5987905109987,"JCYL","002","B"
"YDR370C","JCYL003B",41.4753979871852,"JCYL","003","B"
"YDR370C","JCYL001D",44.9452896525915,"JCYL","001","D"
"YDR370C","JCYL002D",43.7871673041846,"JCYL","002","D"
"YDR370C","JCYL003D",46.3998899607257,"JCYL","003","D"
"YDR371C-A","JCYL001B",0,"JCYL","001","B"
"YDR371C-A","JCYL002B",0,"JCYL","002","B"
"YDR371C-A","JCYL003B",0,"JCYL","003","B"
"YDR371C-A","JCYL001D",0,"JCYL","001","D"
"YDR371C-A","JCYL002D",0,"JCYL","002","D"
"YDR371C-A","JCYL003D",0,"JCYL","003","D"
"YDR374C","JCYL001B",2.68419678380871,"JCYL","001","B"
"YDR374C","JCYL002B",2.82200367095231,"JCYL","002","B"
"YDR374C","JCYL003B",1.86403581479619,"JCYL","003","B"
"YDR374C","JCYL001D",2.1452942067373,"JCYL","001","D"
"YDR374C","JCYL002D",2.71326375211916,"JCYL","002","D"
"YDR374C","JCYL003D",2.08603175103742,"JCYL","003","D"
"YDR379C-A","JCYL001B",85.4278449505618,"JCYL","001","B"
"YDR379C-A","JCYL002B",79.1459940771267,"JCYL","002","B"
"YDR379C-A","JCYL003B",86.9884767169632,"JCYL","003","B"
"YDR379C-A","JCYL001D",138.04608491143,"JCYL","001","D"
"YDR379C-A","JCYL002D",129.972350787935,"JCYL","002","D"
"YDR379C-A","JCYL003D",130.664654947442,"JCYL","003","D"
"YDR381C-A","JCYL001B",112.918628777444,"JCYL","001","B"
"YDR381C-A","JCYL002B",113.790510063485,"JCYL","002","B"
"YDR381C-A","JCYL003B",104.255639222377,"JCYL","003","B"
"YDR381C-A","JCYL001D",139.430969568291,"JCYL","001","D"
"YDR381C-A","JCYL002D",161.734369823956,"JCYL","002","D"
"YDR381C-A","JCYL003D",141.657898079666,"JCYL","003","D"
"YDR387C","JCYL001B",40.3550452306132,"JCYL","001","B"
"YDR387C","JCYL002B",41.3285122432585,"JCYL","002","B"
"YDR387C","JCYL003B",42.1805753421081,"JCYL","003","B"
"YDR387C","JCYL001D",32.4304471551247,"JCYL","001","D"
"YDR387C","JCYL002D",35.990064939887,"JCYL","002","D"
"YDR387C","JCYL003D",33.9043699034721,"JCYL","003","D"
"YDR391C","JCYL001B",67.0433117944323,"JCYL","001","B"
"YDR391C","JCYL002B",59.7006982534071,"JCYL","002","B"
"YDR391C","JCYL003B",61.4450377218382,"JCYL","003","B"
"YDR391C","JCYL001D",74.4231596906818,"JCYL","001","D"
"YDR391C","JCYL002D",77.868969796833,"JCYL","002","D"
"YDR391C","JCYL003D",72.6592035348714,"JCYL","003","D"
"YDR396W","JCYL001B",14.6959948620425,"JCYL","001","B"
"YDR396W","JCYL002B",14.2542060178417,"JCYL","002","B"
"YDR396W","JCYL003B",13.4620379524524,"JCYL","003","B"
"YDR396W","JCYL001D",21.5463110864481,"JCYL","001","D"
"YDR396W","JCYL002D",24.0793054028663,"JCYL","002","D"
"YDR396W","JCYL003D",20.1636304527069,"JCYL","003","D"
"YDR401W","JCYL001B",0.0476438721455407,"JCYL","001","B"
"YDR401W","JCYL002B",0.172271848674162,"JCYL","002","B"
"YDR401W","JCYL003B",0,"JCYL","003","B"
"YDR401W","JCYL001D",0.128166577867479,"JCYL","001","D"
"YDR401W","JCYL002D",0.101855217889531,"JCYL","002","D"
"YDR401W","JCYL003D",0.164828006409185,"JCYL","003","D"
"YDR406W-A","JCYL001B",4.36929168944471,"JCYL","001","B"
"YDR406W-A","JCYL002B",3.94964726228566,"JCYL","002","B"
"YDR406W-A","JCYL003B",4.23710928459117,"JCYL","003","B"
"YDR406W-A","JCYL001D",4.11383454813663,"JCYL","001","D"
"YDR406W-A","JCYL002D",5.13747781940364,"JCYL","002","D"
"YDR406W-A","JCYL003D",3.14915296798037,"JCYL","003","D"
"YDR413C","JCYL001B",0.979677120992682,"JCYL","001","B"
"YDR413C","JCYL002B",0.885584972090612,"JCYL","002","B"
"YDR413C","JCYL003B",0.266117464258943,"JCYL","003","B"
"YDR413C","JCYL001D",1.21313226134287,"JCYL","001","D"
"YDR413C","JCYL002D",1.29653204438548,"JCYL","002","D"
