"Gene","Source","Df","Sum_Sq","Mean_Sq","F_value","P_value"
"ADE2","Between_Groups",1,5728.69976407932,5728.69976407932,81.9623499873449,0.00082489437343051
"ADE2","Within_Groups",4,279.577135841705,69.8942839604263,NA,NA
"ADE3","Between_Groups",1,168186.90313142,168186.90313142,2396.10448138787,1.04215514811389e-06
"ADE3","Within_Groups",4,280.767227702864,70.191806925716,NA,NA
"ADE4","Between_Groups",1,10084.4293865915,10084.4293865915,87.614534626132,0.000725529571782022
"ADE4","Within_Groups",4,460.399837977739,115.099959494435,NA,NA
"ADE5,7","Between_Groups",1,598.919923279558,598.919923279558,3.23641954177804,0.146407771877871
"ADE5,7","Within_Groups",4,740.225320664727,185.056330166182,NA,NA
"ADE6","Between_Groups",1,245.23669293643,245.23669293643,26.0323394237478,0.00697196107082049
"ADE6","Within_Groups",4,37.6818523982082,9.42046309955206,NA,NA
"ADE8","Between_Groups",1,15976.8522384228,15976.8522384228,775.229998614077,9.89838985839503e-06
"ADE8","Within_Groups",4,82.4367079033862,20.6091769758466,NA,NA
"ADH1","Between_Groups",1,57146.7756451518,57146.7756451518,3.1484971741306,0.150664479261766
"ADH1","Within_Groups",4,72601.971651357,18150.4929128392,NA,NA
"ADH2","Between_Groups",1,326.298055752996,326.298055752996,82.2569548446542,0.000819224190958695
"ADH2","Within_Groups",4,15.8672567623844,3.96681419059609,NA,NA
"ADH3","Between_Groups",1,13822.7480002151,13822.7480002151,154.527341726837,0.000240786786477539
"ADH3","Within_Groups",4,357.807177571204,89.4517943928011,NA,NA
"ADH4","Between_Groups",1,1863694.24966892,1863694.24966892,188.162045212406,0.000163626839771942
"ADH4","Within_Groups",4,39618.9199062987,9904.72997657468,NA,NA
"ADH5","Between_Groups",1,51632.674574577,51632.674574577,208.641562054322,0.000133536075727157
"ADH5","Within_Groups",4,989.882822313874,247.470705578468,NA,NA
"ADH6","Between_Groups",1,117.125898374393,117.125898374393,1.15845654788527,0.342373050119921
"ADH6","Within_Groups",4,404.420514824497,101.105128706124,NA,NA
"ADH7","Between_Groups",1,72.09370859044,72.09370859044,360.419066833195,4.53466289247455e-05
"ADH7","Within_Groups",4,0.800109819093512,0.200027454773378,NA,NA
"ADI1","Between_Groups",1,266.842050502663,266.842050502663,68.727969810383,0.0011558174886247
"ADI1","Within_Groups",4,15.5303321916167,3.88258304790417,NA,NA
"ADK1","Between_Groups",1,6569.98035465051,6569.98035465051,66.8332207801477,0.00121910484216857
"ADK1","Within_Groups",4,393.216444035394,98.3041110088484,NA,NA
"ADK2","Between_Groups",1,1.51069223391628,1.51069223391628,3.62429016212423,0.129675791274494
"ADK2","Within_Groups",4,1.66729722658944,0.416824306647361,NA,NA
"ADO1","Between_Groups",1,315.558392758457,315.558392758457,4.41082128756705,0.103630409585792
"ADO1","Within_Groups",4,286.167470577811,71.5418676444528,NA,NA
"ADP1","Between_Groups",1,28.1431319017007,28.1431319017007,81.2357553856315,0.000839133205318399
"ADP1","Within_Groups",4,1.38575097963223,0.346437744908057,NA,NA
"ADR1","Between_Groups",1,566.833440435653,566.833440435653,338.082726492223,5.14741986315364e-05
"ADR1","Within_Groups",4,6.70644662999299,1.67661165749825,NA,NA
"ADY2","Between_Groups",1,143.855561682962,143.855561682962,51.6731789482992,0.00198412359400029
"ADY2","Within_Groups",4,11.1358011727433,2.78395029318583,NA,NA
"ADY3","Between_Groups",1,1.17820790335335,1.17820790335335,8.34079571351146,0.0446505746518319
"ADY3","Within_Groups",4,0.565033813953623,0.141258453488406,NA,NA
"ADY4","Between_Groups",1,18.8109480510963,18.8109480510963,30.5734698830974,0.00522679607198437
"ADY4","Within_Groups",4,2.461081208384,0.615270302095999,NA,NA
"AEP1","Between_Groups",1,10.5591082612635,10.5591082612635,9.86107331847722,0.0348398650141708
"AEP1","Within_Groups",4,4.28314765350271,1.07078691337568,NA,NA
"AEP2","Between_Groups",1,28.4216334716088,28.4216334716088,25.1455761667036,0.00741388140447068
"AEP2","Within_Groups",4,4.52113457781783,1.13028364445446,NA,NA
"AEP3","Between_Groups",1,0.38774389088761,0.38774389088761,6.23082241149651,0.0670410661399767
"AEP3","Within_Groups",4,0.248919879451022,0.0622299698627556,NA,NA
"AFG1","Between_Groups",1,34.3905140426302,34.3905140426302,8.07281546085666,0.0468074006820422
"AFG1","Within_Groups",4,17.0401586457079,4.26003966142697,NA,NA
"AFG2","Between_Groups",1,0.773854925276913,0.773854925276913,4.38094004526252,0.104467736464117
"AFG2","Within_Groups",4,0.70656518215879,0.176641295539698,NA,NA
"AFG3","Between_Groups",1,148.196380426345,148.196380426345,62.3828298379506,0.00138988293042122
"AFG3","Within_Groups",4,9.5023826787793,2.37559566969482,NA,NA
"AFI1","Between_Groups",1,0.445035678262789,0.445035678262789,5.17711548001845,0.0852248272960922
"AFI1","Within_Groups",4,0.343848368830439,0.0859620922076097,NA,NA
"AFR1","Between_Groups",1,60.0425786858355,60.0425786858355,121.008497281319,0.000388118280723259
"AFR1","Within_Groups",4,1.98473925500452,0.49618481375113,NA,NA
"AFT1","Between_Groups",1,287.956229489235,287.956229489235,98.1050908731783,0.000583200135799834
"AFT1","Within_Groups",4,11.7407252539618,2.93518131349044,NA,NA
"AFT2","Between_Groups",1,556.013683583207,556.013683583207,74.3662270363261,0.000994114217254306
"AFT2","Within_Groups",4,29.9067846113321,7.47669615283302,NA,NA
"AGA1","Between_Groups",1,1056.72125482692,1056.72125482692,665.652038636903,1.34066301303818e-05
"AGA1","Within_Groups",4,6.349991848539,1.58749796213475,NA,NA
"AGA2","Between_Groups",1,7.14537190389152,7.14537190389152,11.5055804691177,0.0274795565033143
"AGA2","Within_Groups",4,2.4841412992836,0.621035324820901,NA,NA
"AGC1","Between_Groups",1,198.4784344543,198.4784344543,650.250685570553,1.40459170568477e-05
"AGC1","Within_Groups",4,1.22093487240324,0.305233718100809,NA,NA
"AGE1","Between_Groups",1,16.750364801943,16.750364801943,10.7708895677778,0.0304462086239323
"AGE1","Within_Groups",4,6.22060590131886,1.55515147532971,NA,NA
"AGE2","Between_Groups",1,399.206204757934,399.206204757934,57.4045754967047,0.0016271686494283
"AGE2","Within_Groups",4,27.8170303536763,6.95425758841906,NA,NA
"AGP1","Between_Groups",1,167.407525193383,167.407525193383,2.63613697052121,0.179779733919798
"AGP1","Within_Groups",4,254.019464186314,63.5048660465785,NA,NA
"AGP2","Between_Groups",1,17.3144464935669,17.3144464935669,15.4546706191835,0.0170851312940627
"AGP2","Within_Groups",4,4.48134985732402,1.120337464331,NA,NA
"AGP3","Between_Groups",1,0.654681012994641,0.654681012994641,1.18316328976198,0.337866218686085
"AGP3","Within_Groups",4,2.2133242931374,0.553331073284351,NA,NA
"AGX1","Between_Groups",1,585.41860889116,585.41860889116,234.67722029576,0.000105918464401436
"AGX1","Within_Groups",4,9.9782775363261,2.49456938408153,NA,NA
"AHA1","Between_Groups",1,695.456365560322,695.456365560322,10.8199259747288,0.0302335094939465
"AHA1","Within_Groups",4,257.102078954935,64.2755197387338,NA,NA
"AHC1","Between_Groups",1,442.189298099907,442.189298099907,795.862492888364,9.39390083656078e-06
"AHC1","Within_Groups",4,2.22244069572925,0.555610173932312,NA,NA
"AHC2","Between_Groups",1,18516.2713340987,18516.2713340987,282.294920507451,7.35457933925302e-05
"AHC2","Within_Groups",4,262.367757816031,65.5919394540078,NA,NA
"AHP1","Between_Groups",1,112399.553531622,112399.553531622,9.8732318093772,0.0347750020254933
"AHP1","Within_Groups",4,45537.0868229262,11384.2717057316,NA,NA
"AHT1","Between_Groups",1,0.0341995920082865,0.0341995920082865,0.0603557927911154,0.818025110259799
"AHT1","Within_Groups",4,2.26653253493977,0.566633133734942,NA,NA
"AIF1","Between_Groups",1,440.371596363313,440.371596363313,804.57684114605,9.19234268682476e-06
"AIF1","Within_Groups",4,2.18933269685487,0.547333174213717,NA,NA
"AIM1","Between_Groups",1,1275.96865593674,1275.96865593674,9.90060002576768,0.0346296624887526
"AIM1","Within_Groups",4,515.511646815689,128.877911703922,NA,NA
"AIM10","Between_Groups",1,0.0330718336918122,0.0330718336918122,0.99028867893635,0.375995798129206
"AIM10","Within_Groups",4,0.133584617880653,0.0333961544701632,NA,NA
"AIM11","Between_Groups",1,223.566687172865,223.566687172865,218.459188070989,0.000121975403591766
"AIM11","Within_Groups",4,4.09351859533994,1.02337964883499,NA,NA
"AIM13","Between_Groups",1,3242.25440899085,3242.25440899085,213.490779706389,0.000127629653990244
"AIM13","Within_Groups",4,60.7474367455098,15.1868591863774,NA,NA
"AIM14","Between_Groups",1,16.4633360981715,16.4633360981715,83.1438646436914,0.000802502619580566
"AIM14","Within_Groups",4,0.792040936212154,0.198010234053039,NA,NA
"AIM17","Between_Groups",1,222.701652554388,222.701652554388,5.51193367000344,0.0787085298457632
"AIM17","Within_Groups",4,161.614174543758,40.4035436359394,NA,NA
"AIM18","Between_Groups",1,0.333613596514125,0.333613596514125,0.0672582454798683,0.808171723369257
"AIM18","Within_Groups",4,19.8407552343293,4.96018880858232,NA,NA
"AIM19","Between_Groups",1,1538.69802996187,1538.69802996187,29.0286429004115,0.00573858877948549
"AIM19","Within_Groups",4,212.024797058641,53.0061992646602,NA,NA
"AIM2","Between_Groups",1,279.621086845188,279.621086845188,112.63815967374,0.00044617295942229
"AIM2","Within_Groups",4,9.92988833109913,2.48247208277478,NA,NA
"AIM20","Between_Groups",1,68.1992758074316,68.1992758074316,1.01696201242976,0.370290461587517
"AIM20","Within_Groups",4,268.247092708949,67.0617731772373,NA,NA
"AIM21","Between_Groups",1,76.7129044983647,76.7129044983647,132.901327107177,0.000323307245060848
"AIM21","Within_Groups",4,2.30886797500526,0.577216993751314,NA,NA
"AIM22","Between_Groups",1,2.01723093294924,2.01723093294924,9.09734874326135,0.0393105497983383
"AIM22","Within_Groups",4,0.886953326679252,0.221738331669813,NA,NA
"AIM23","Between_Groups",1,17.9372603308063,17.9372603308063,4.33467740534772,0.105784644795979
"AIM23","Within_Groups",4,16.5523370285198,4.13808425712995,NA,NA
"AIM24","Between_Groups",1,37.6865720781006,37.6865720781006,71.7312505683608,0.00106515315828564
"AIM24","Within_Groups",4,2.10154273232333,0.525385683080833,NA,NA
"AIM25","Between_Groups",1,46.9220274068264,46.9220274068264,12.7997769145111,0.0232158048113309
"AIM25","Within_Groups",4,14.6633891262998,3.66584728157495,NA,NA
"AIM26","Between_Groups",1,96.9334340501066,96.9334340501066,244.127386996947,9.79829686739715e-05
"AIM26","Within_Groups",4,1.58824350258284,0.397060875645709,NA,NA
"AIM29","Between_Groups",1,26.4001811742539,26.4001811742539,1.60737770889061,0.273636129725669
"AIM29","Within_Groups",4,65.6975172126158,16.4243793031539,NA,NA
"AIM3","Between_Groups",1,0.0931297613561016,0.0931297613561016,0.384502136039846,0.568782888622492
"AIM3","Within_Groups",4,0.968834787918583,0.242208696979646,NA,NA
"AIM32","Between_Groups",1,11.729429639473,11.729429639473,40.2107768223494,0.0031672864771879
"AIM32","Within_Groups",4,1.16679463232391,0.291698658080978,NA,NA
"AIM33","Between_Groups",1,535.250456879853,535.250456879853,172.110447105366,0.000194939121924484
"AIM33","Within_Groups",4,12.4396970871193,3.10992427177981,NA,NA
"AIM34","Between_Groups",1,4.03702053691897,4.03702053691897,0.866673336917979,0.404576719796202
"AIM34","Within_Groups",4,18.6322590759523,4.65806476898807,NA,NA
"AIM36","Between_Groups",1,71.6636434707042,71.6636434707042,21.8394653109943,0.00949514952952101
"AIM36","Within_Groups",4,13.1255307673907,3.28138269184767,NA,NA
"AIM37","Between_Groups",1,1578.19362639476,1578.19362639476,235.662649383113,0.000105046792657214
"AIM37","Within_Groups",4,26.7873357195286,6.69683392988216,NA,NA
"AIM39","Between_Groups",1,772.142325157083,772.142325157083,178.24858384704,0.000181981894961822
"AIM39","Within_Groups",4,17.3273146634293,4.33182866585732,NA,NA
"AIM4","Between_Groups",1,2.89864024270459,2.89864024270459,2.96872770830635,0.159987442039227
"AIM4","Within_Groups",4,3.90556565304975,0.976391413262437,NA,NA
"AIM41","Between_Groups",1,33146.3800991765,33146.3800991765,1956.43849191943,1.56221361891417e-06
"AIM41","Within_Groups",4,67.7688161137274,16.9422040284318,NA,NA
"AIM43","Between_Groups",1,26.9450978769936,26.9450978769936,8.20061095357837,0.0457596741551727
"AIM43","Within_Groups",4,13.1429709466883,3.28574273667208,NA,NA
"AIM44","Between_Groups",1,117.479341170205,117.479341170205,682.240276821595,1.27656992861369e-05
"AIM44","Within_Groups",4,0.688785726445325,0.172196431611331,NA,NA
"AIM45","Between_Groups",1,1657.09469034066,1657.09469034066,214.040172525897,0.000126985300389591
"AIM45","Within_Groups",4,30.9679191674201,7.74197979185503,NA,NA
"AIM46","Between_Groups",1,4680.62292869564,4680.62292869564,194.883662497278,0.000152717226205431
"AIM46","Within_Groups",4,96.0700936900958,24.017523422524,NA,NA
"AIM5","Between_Groups",1,12137.2696497759,12137.2696497759,95.8041298161346,0.000610590970275031
"AIM5","Within_Groups",4,506.753505222355,126.688376305589,NA,NA
"AIM6","Between_Groups",1,36.3823764405236,36.3823764405236,3.84178802864974,0.121547954577009
"AIM6","Within_Groups",4,37.8806703224705,9.47016758061762,NA,NA
"AIM7","Between_Groups",1,290.774547386629,290.774547386629,4.97620317717526,0.0895372582724274
"AIM7","Within_Groups",4,233.732053964635,58.4330134911588,NA,NA
"AIM9","Between_Groups",1,4.15090118039232,4.15090118039232,0.238259832812777,0.651014398797135
"AIM9","Within_Groups",4,69.6869653837803,17.4217413459451,NA,NA
"AIP1","Between_Groups",1,63.3221287545282,63.3221287545282,19.1239129008749,0.0119391982843288
"AIP1","Within_Groups",4,13.2445967690286,3.31114919225716,NA,NA
"AIR1","Between_Groups",1,46.5128785624727,46.5128785624727,7.33466687039473,0.0536337877588322
"AIR1","Within_Groups",4,25.3660483205937,6.34151208014843,NA,NA
"AIR2","Between_Groups",1,649.002487051039,649.002487051039,128.530156346779,0.000345099401194889
"AIR2","Within_Groups",4,20.1976720638231,5.04941801595577,NA,NA
"AKL1","Between_Groups",1,11.1139252902251,11.1139252902251,30.7453138795114,0.00517413531817229
"AKL1","Within_Groups",4,1.44593421082377,0.361483552705943,NA,NA
"AKR1","Between_Groups",1,6025.02998937157,6025.02998937157,259.583914708561,8.68007790344388e-05
"AKR1","Within_Groups",4,92.8413456763832,23.2103364190958,NA,NA
"AKR2","Between_Groups",1,10.352896075199,10.352896075199,4.66213889481736,0.0969761414283195
"AKR2","Within_Groups",4,8.88252907840879,2.2206322696022,NA,NA
"ALA1","Between_Groups",1,208.104535400324,208.104535400324,14.3046584457415,0.0193997711235067
"ALA1","Within_Groups",4,58.1921018777704,14.5480254694426,NA,NA
"ALB1","Between_Groups",1,7885.35691857176,7885.35691857176,169.935958068574,0.000199862981586145
"ALB1","Within_Groups",4,185.607731481757,46.4019328704393,NA,NA
"ALD2","Between_Groups",1,9.69786467112301e-05,9.69786467112301e-05,6.90815907235306e-06,0.998028749561008
"ALD2","Within_Groups",4,56.1531057380225,14.0382764345056,NA,NA
"ALD3","Between_Groups",1,49.3190189829268,49.3190189829268,7.47020028230887,0.0522720820850709
"ALD3","Within_Groups",4,26.4084051934861,6.60210129837153,NA,NA
"ALD4","Between_Groups",1,17116.7567404548,17116.7567404548,55.2069980546242,0.00175169084568035
"ALD4","Within_Groups",4,1240.18746489485,310.046866223712,NA,NA
"ALD5","Between_Groups",1,45684.804010652,45684.804010652,358.636307412049,4.57944137007975e-05
"ALD5","Within_Groups",4,509.539085323709,127.384771330927,NA,NA
"ALD6","Between_Groups",1,258533.838926418,258533.838926418,286.275900142248,7.15377233361735e-05
"ALD6","Within_Groups",4,3612.37308202269,903.093270505673,NA,NA
"ALE1","Between_Groups",1,4084.95570146234,4084.95570146234,25.4187314000938,0.00727337500119833
"ALE1","Within_Groups",4,642.826054088172,160.706513522043,NA,NA
"ALF1","Between_Groups",1,3.96017511788646,3.96017511788646,1.79880632815894,0.250947198714027
"ALF1","Within_Groups",4,8.80622901063428,2.20155725265857,NA,NA
"ALG1","Between_Groups",1,285.264509245611,285.264509245611,409.845894559749,3.51462137102977e-05
"ALG1","Within_Groups",4,2.78411483957441,0.696028709893603,NA,NA
"ALG11","Between_Groups",1,20.5048467069801,20.5048467069801,15.9369478405166,0.0162363547591442
"ALG11","Within_Groups",4,5.14649276942491,1.28662319235623,NA,NA
"ALG12","Between_Groups",1,67.5111766183499,67.5111766183499,78.2638588907757,0.000901387405827323
"ALG12","Within_Groups",4,3.45043945316154,0.862609863290384,NA,NA
"ALG13","Between_Groups",1,77.7016303616563,77.7016303616563,23.0213216643273,0.00866045146789848
"ALG13","Within_Groups",4,13.500811377317,3.37520284432925,NA,NA
"ALG14","Between_Groups",1,117.39102959145,117.39102959145,17.6104859201995,0.0137346021901972
"ALG14","Within_Groups",4,26.6638933470427,6.66597333676068,NA,NA
"ALG2","Between_Groups",1,38.7248291601523,38.7248291601523,159.182706303342,0.00022718854940961
"ALG2","Within_Groups",4,0.973091362986563,0.243272840746641,NA,NA
"ALG3","Between_Groups",1,35.627503951384,35.627503951384,78.7954484511214,0.000889753515764174
"ALG3","Within_Groups",4,1.80860720519838,0.452151801299596,NA,NA
"ALG5","Between_Groups",1,4.56463729925289,4.56463729925289,14.2958215833573,0.0194193445007223
"ALG5","Within_Groups",4,1.27719481462105,0.319298703655261,NA,NA
"ALG6","Between_Groups",1,920.006733089919,920.006733089919,1264.01001934134,3.73562367402545e-06
"ALG6","Within_Groups",4,2.91139063460692,0.727847658651729,NA,NA
"ALG7","Between_Groups",1,9.35129692581685,9.35129692581685,20.122454698216,0.0109409647911968
"ALG7","Within_Groups",4,1.85887796813297,0.464719492033242,NA,NA
"ALG8","Between_Groups",1,20.6627771184875,20.6627771184875,2.60946289216881,0.181530748744664
"ALG8","Within_Groups",4,31.6736094320375,7.91840235800937,NA,NA
"ALG9","Between_Groups",1,40.3314426209589,40.3314426209589,11.1664313428073,0.0287923027089403
"ALG9","Within_Groups",4,14.4473883849876,3.61184709624689,NA,NA
"ALK1","Between_Groups",1,840.901831363701,840.901831363701,343.56819323364,4.98591497305e-05
"ALK1","Within_Groups",4,9.79021746395312,2.44755436598828,NA,NA
"ALK2","Between_Groups",1,0.525663848002633,0.525663848002633,0.718541233219686,0.444365501457181
"ALK2","Within_Groups",4,2.92628355172997,0.731570887932491,NA,NA
"ALO1","Between_Groups",1,93.2093376572684,93.2093376572684,47.0229469509909,0.00236776106941717
"ALO1","Within_Groups",4,7.92883846726278,1.9822096168157,NA,NA
"ALP1","Between_Groups",1,6.79039518186562,6.79039518186562,21.4364907656699,0.00980754027749651
"ALP1","Within_Groups",4,1.2670721632741,0.316768040818524,NA,NA
"ALR1","Between_Groups",1,121.919278387862,121.919278387862,119.59949439526,0.000397067158785887
"ALR1","Within_Groups",4,4.0775850769046,1.01939626922615,NA,NA
"ALR2","Between_Groups",1,13.0099434584227,13.0099434584227,32.1688444412105,0.0047669456693871
"ALR2","Within_Groups",4,1.61770727974998,0.404426819937494,NA,NA
"ALT1","Between_Groups",1,12357.8371551449,12357.8371551449,3925.84607857599,3.88640071849579e-07
"ALT1","Within_Groups",4,12.5912599809592,3.1478149952398,NA,NA
"ALT2","Between_Groups",1,74.7169084347211,74.7169084347211,47.500383301141,0.00232346350772293
"ALT2","Within_Groups",4,6.29189941150865,1.57297485287716,NA,NA
"ALY1","Between_Groups",1,42.9927202533232,42.9927202533232,147.908803658982,0.000262323734328282
"ALY1","Within_Groups",4,1.16268184691554,0.290670461728884,NA,NA
"ALY2","Between_Groups",1,0.153687930596626,0.153687930596626,0.900947266091054,0.396276125853755
"ALY2","Within_Groups",4,0.682339295010828,0.170584823752707,NA,NA
"AMA1","Between_Groups",1,9.49725297705825,9.49725297705825,4.790934657085,0.0938155434640227
"AMA1","Within_Groups",4,7.92935296081602,1.982338240204,NA,NA
"AMD1","Between_Groups",1,176.205075952342,176.205075952342,2025.97423436464,1.45698699866101e-06
"AMD1","Within_Groups",4,0.347892037250122,0.0869730093125305,NA,NA
"AMD2","Between_Groups",1,185.528691232461,185.528691232461,64.3658193483054,0.00130962257790397
"AMD2","Within_Groups",4,11.5296406142833,2.88241015357083,NA,NA
"AME1","Between_Groups",1,0.767073103239712,0.767073103239712,1.80618463978306,0.250134059626133
"AME1","Within_Groups",4,1.69877007332283,0.424692518330708,NA,NA
"AMN1","Between_Groups",1,36531.6979860992,36531.6979860992,2614.09179701025,8.75795723952939e-07
"AMN1","Within_Groups",4,55.8996405985141,13.9749101496285,NA,NA
"AMS1","Between_Groups",1,1233.62092579578,1233.62092579578,365.168800050205,4.41851759202586e-05
"AMS1","Within_Groups",4,13.512884185354,3.37822104633851,NA,NA
"ANB1","Between_Groups",1,53073.5292740467,53073.5292740467,24.3173655226456,0.00786572997338448
"ANB1","Within_Groups",4,8730.14459146436,2182.53614786609,NA,NA
"ANP1","Between_Groups",1,3.5363250928646,3.5363250928646,0.247140836439864,0.64517961800804
"ANP1","Within_Groups",4,57.2357873964724,14.3089468491181,NA,NA
"ANR2","Between_Groups",1,19.0185177045077,19.0185177045077,4.51019115799326,0.100918386152177
"ANR2","Within_Groups",4,16.8671500060939,4.21678750152348,NA,NA
"ANS1","Between_Groups",1,19026.291705017,19026.291705017,249.941261356972,9.35361176490803e-05
"ANS1","Within_Groups",4,304.492209116976,76.1230522792441,NA,NA
"ANT1","Between_Groups",1,230.374962549816,230.374962549816,95.9510541396124,0.000608784849843677
"ANT1","Within_Groups",4,9.60385332357525,2.40096333089381,NA,NA
"AOS1","Between_Groups",1,19.2866787127293,19.2866787127293,12.4163338456537,0.0243689655598077
"AOS1","Within_Groups",4,6.21332478732621,1.55333119683155,NA,NA
"APA1","Between_Groups",1,0.0307941964667966,0.0307941964667966,0.0072020225302434,0.936446771359231
"APA1","Within_Groups",4,17.10308255076,4.27577063769,NA,NA
"APA2","Between_Groups",1,1547.46501571292,1547.46501571292,78.9426406010339,0.000886572011768142
"APA2","Within_Groups",4,78.4095897442099,19.6023974360525,NA,NA
"APC1","Between_Groups",1,1.18534279627022,1.18534279627022,16.5950054312455,0.0151767720670577
"APC1","Within_Groups",4,0.285710734155813,0.0714276835389533,NA,NA
"APC11","Between_Groups",1,24.4891452096697,24.4891452096697,53.0074833023266,0.00189120676534393
"APC11","Within_Groups",4,1.84797645041901,0.461994112604753,NA,NA
"APC2","Between_Groups",1,13.7673199893741,13.7673199893741,12.7246123265165,0.0234352921628526
"APC2","Within_Groups",4,4.32777663825081,1.0819441595627,NA,NA
"APC4","Between_Groups",1,14.0863771193444,14.0863771193444,59.373865608611,0.00152652831097934
"APC4","Within_Groups",4,0.948995115945524,0.237248778986381,NA,NA
"APC5","Between_Groups",1,25.5937402783516,25.5937402783516,99.110784864175,0.000571803939828387
"APC5","Within_Groups",4,1.03293462213729,0.258233655534321,NA,NA
"APC9","Between_Groups",1,5.68519539567749,5.68519539567749,1.85695979690853,0.244651419914867
"APC9","Within_Groups",4,12.2462433600172,3.0615608400043,NA,NA
"APD1","Between_Groups",1,37.1896429868639,37.1896429868639,0.929509908500175,0.389586800624199
"APD1","Within_Groups",4,160.039791493441,40.0099478733603,NA,NA
"APE1","Between_Groups",1,7551.96419785419,7551.96419785419,61.9464711269099,0.00140853374228795
"APE1","Within_Groups",4,487.644513753331,121.911128438333,NA,NA
"APE2","Between_Groups",1,263.308903018952,263.308903018952,86.0811941597157,0.00075063203180871
"APE2","Within_Groups",4,12.2353740832362,3.05884352080905,NA,NA
"APE3","Between_Groups",1,12587.7718941563,12587.7718941563,20.3796686988811,0.0107041269157167
"APE3","Within_Groups",4,2470.65290023038,617.663225057595,NA,NA
"APE4","Between_Groups",1,39.7548260870131,39.7548260870131,5.57855332265916,0.0775024689528109
"APE4","Within_Groups",4,28.5054735789909,7.12636839474772,NA,NA
"API2","Between_Groups",1,0.0267904091616387,0.0267904091616387,0.130819224625453,0.735880776610798
"API2","Within_Groups",4,0.819158170011845,0.204789542502961,NA,NA
"APJ1","Between_Groups",1,1681.21605697756,1681.21605697756,2081.36368665402,1.38059255116778e-06
"APJ1","Within_Groups",4,3.23098950511674,0.807747376279186,NA,NA
"APL1","Between_Groups",1,68.0714369179454,68.0714369179454,297.75878808398,6.61851396299952e-05
"APL1","Within_Groups",4,0.914450751979101,0.228612687994775,NA,NA
"APL2","Between_Groups",1,34.6238418700251,34.6238418700251,58.4377842841988,0.00157316607686661
"APL2","Within_Groups",4,2.36996267357708,0.59249066839427,NA,NA
"APL3","Between_Groups",1,15.7964423672323,15.7964423672323,31.1571728477197,0.00505111817654127
"APL3","Within_Groups",4,2.02796864072838,0.506992160182095,NA,NA
"APL4","Between_Groups",1,13.6504887039825,13.6504887039825,31.4808966088176,0.00495748093465673
"APL4","Within_Groups",4,1.73444725842518,0.433611814606294,NA,NA
"APL5","Between_Groups",1,0.301821260120351,0.301821260120351,0.791831557997322,0.423829531716344
"APL5","Within_Groups",4,1.52467406519492,0.38116851629873,NA,NA
"APL6","Between_Groups",1,59.038719434513,59.038719434513,558.130075539917,1.90331485012127e-05
"APL6","Within_Groups",4,0.42311799361395,0.105779498403488,NA,NA
"APM1","Between_Groups",1,1.58431431918994,1.58431431918994,0.949321662560271,0.385063049598749
"APM1","Within_Groups",4,6.6755637490337,1.66889093725842,NA,NA
"APM2","Between_Groups",1,5.190996214839,5.190996214839,30.690361314168,0.00519088832623171
"APM2","Within_Groups",4,0.676563714802877,0.169140928700719,NA,NA
"APM3","Between_Groups",1,3.09273777714509,3.09273777714509,2.01672666330392,0.228599043451787
"APM3","Within_Groups",4,6.13417342750531,1.53354335687633,NA,NA
"APM4","Between_Groups",1,32.494957245704,32.494957245704,122.191191879055,0.000380838235773048
"APM4","Within_Groups",4,1.06374139562752,0.265935348906881,NA,NA
"APN1","Between_Groups",1,280.640852912781,280.640852912781,402.083610250302,3.65049602052204e-05
"APN1","Within_Groups",4,2.79186562951998,0.697966407379994,NA,NA
"APN2","Between_Groups",1,73.5391822644795,73.5391822644795,116.950013106153,0.000414754281980101
"APN2","Within_Groups",4,2.51523468228189,0.628808670570472,NA,NA
"APP1","Between_Groups",1,250.669217692907,250.669217692907,41.149640226282,0.00303488184480119
"APP1","Within_Groups",4,24.366601147857,6.09165028696426,NA,NA
"APQ12","Between_Groups",1,3.90892717891524,3.90892717891524,0.24883364071483,0.644082846653728
"APQ12","Within_Groups",4,62.8359922345865,15.7089980586466,NA,NA
"APQ13","Between_Groups",1,0.0117283732539886,0.0117283732539886,0.0993773264490698,0.768339327209574
"APQ13","Within_Groups",4,0.472074412667938,0.118018603166984,NA,NA
"APS1","Between_Groups",1,0.809011740424029,0.809011740424029,0.171662454957139,0.699893028859206
"APS1","Within_Groups",4,18.8512215003805,4.71280537509514,NA,NA
"APS2","Between_Groups",1,387.711355479861,387.711355479861,30.2906873472544,0.00531522110348516
"APS2","Within_Groups",4,51.1987530735256,12.7996882683814,NA,NA
"APS3","Between_Groups",1,88.3889085390657,88.3889085390657,49.4582478137372,0.00215421456445206
"APS3","Within_Groups",4,7.14856772702047,1.78714193175512,NA,NA
"APT1","Between_Groups",1,3019.52383365247,3019.52383365247,26.090271448156,0.00694447686917208
"APT1","Within_Groups",4,462.934828355861,115.733707088965,NA,NA
"APT2","Between_Groups",1,4069.48146273419,4069.48146273419,117.733826015096,0.000409400643072981
"APT2","Within_Groups",4,138.260399766924,34.5650999417311,NA,NA
"AQR1","Between_Groups",1,7845.16323663427,7845.16323663427,6.46680515515456,0.0637779825137559
"AQR1","Within_Groups",4,4852.57436920365,1213.14359230091,NA,NA
"AQY1","Between_Groups",1,3053.38669171006,3053.38669171006,28.3925039062269,0.00597143971223511
